detid,flow,city
BP2_D1,79.48178137651821,frankfurt
BP2_D2,138.1090909090909,frankfurt
BP2_D3,134.05714285714285,frankfurt
BP4_D1(1),309.1666666666667,frankfurt
BP4_D10(3),105.63706563706563,frankfurt
BP4_D2(1),370.57839721254356,frankfurt
BP4_D3(2),41.11210762331839,frankfurt
BP4_D4(2),89.4296577946768,frankfurt
BP4_D5(2),78.13533834586467,frankfurt
BP4_D6(4),66.89763779527559,frankfurt
BP4_D8(3),183.06474820143885,frankfurt
BP4_D9(3),194.29787234042553,frankfurt
FA6_D10,427.2167832167832,frankfurt
FA6_D11,217.81132075471697,frankfurt
FA6_D14,137.90551181102362,frankfurt
FA6_D15,192.0,frankfurt
FA6_D16,171.5909090909091,frankfurt
FA6_D17,409.0,frankfurt
FA6_D18,406.1666666666667,frankfurt
FA6_D19,256.90140845070425,frankfurt
FA6_D2,67.5,frankfurt
FA6_D24,408.375,frankfurt
FA6_D25,405.4583333333333,frankfurt
FA6_D27,407.8315789473684,frankfurt
FA6_D28,406.65263157894736,frankfurt
FA6_D29,412.625,frankfurt
FA6_D3,120.51985559566786,frankfurt
FA6_D30,409.875,frankfurt
FA6_D31,408.7108013937282,frankfurt
FA6_D32,406.4055944055944,frankfurt
FA6_D33,510.7916666666667,frankfurt
FA6_D34,501.75,frankfurt
FA6_D35,547.5833333333334,frankfurt
FA6_D36,550.7083333333334,frankfurt
FA6_D37,307.36170212765956,frankfurt
FA6_D38,307.1063829787234,frankfurt
FA6_D4,103.17131474103586,frankfurt
FA6_D5,83.27125506072875,frankfurt
FA6_D6,181.59139784946237,frankfurt
FA6_D7,123.05703422053232,frankfurt
FA6_D8,401.3286713286713,frankfurt
FA6_D9,571.125,frankfurt
G3_D1(KFZ1),306.7972027972028,frankfurt
G3_D2(KFZ1),254.67595818815332,frankfurt
G3_D3(KFZ2),44.883116883116884,frankfurt
G3_D4(KFZ2),56.557377049180324,frankfurt
G3_D5(KFZ3),42.61538461538461,frankfurt
HB1_D1,64.1470588235294,frankfurt
HB1_D13,266.4842105263158,frankfurt
HB1_D14,427.8333333333333,frankfurt
HB1_D15,247.5,frankfurt
HB1_D16,311.9583333333333,frankfurt
HB1_D17,79.10204081632654,frankfurt
HB1_D2,149.10104529616726,frankfurt
HB1_D3,114.58741258741259,frankfurt
HB1_D4,107.02127659574468,frankfurt
HB1_D5,220.75,frankfurt
HB1_D6,93.60885608856088,frankfurt
HB1_D7,59.900826446280995,frankfurt
HB1_D8,48.77272727272727,frankfurt
HB4_D1(KFZ4),105.76842105263158,frankfurt
HB4_D2(KFZ4),94.71586715867159,frankfurt
MUE3_D2(KFZ),57.38931297709924,frankfurt
MUE3_D3(KFZ),32.25806451612903,frankfurt
PR1_D1,115.23344947735191,frankfurt
PR1_D10,308.07042253521126,frankfurt
PR1_D11,272.5296167247387,frankfurt
PR1_D2,214.125,frankfurt
PR1_D3,169.2,frankfurt
PR1_D4,410.0833333333333,frankfurt
PR1_D5,389.625,frankfurt
PR1_D6,293.81184668989545,frankfurt
PR1_D7,268.6993006993007,frankfurt
PR1_D8,376.7247386759582,frankfurt
PR1_D9,495.7083333333333,frankfurt
PR3_D1(KFZ1),505.125,frankfurt
PR3_D2(KFZ1),438.2083333333333,frankfurt
PR3_D3(KFZ2),84.0,frankfurt
SD_D1(KFZ1),206.47970479704796,frankfurt
SD_D2(KFZ2),130.27338129496403,frankfurt
SD_D3(KFZ3),188.4,frankfurt
SHO_D1(KFZ1),191.64312267657994,frankfurt
SHO_D2(KFZ4),144.6451612903226,frankfurt
STA1_D1(KFZ4),514.0,frankfurt
STA1_D2(KFZ4),576.7083333333334,frankfurt
STA1_D8(KFZ5),99.79411764705883,frankfurt
STA1_D9(KFZ5),99.85559566787003,frankfurt
STA2_D2(KFZ4),161.12455516014234,frankfurt
STA2_D3(KFZ4),131.33596837944663,frankfurt
STA2_D4(KFZ4),70.7949790794979,frankfurt
STA2_D5(KFZ3),130.4470588235294,frankfurt
STA2_D6(KFZ3),288.93950177935943,frankfurt
STA2_D7(KFZ3),327.7083333333333,frankfurt
STA2_D8(KFZ3),113.25301204819277,frankfurt
STA4_D1(KFZ1),184.13937282229966,frankfurt
STA4_D1a(KFZ1),160.64788732394365,frankfurt
STA4_D2(KFZ2),203.03496503496504,frankfurt
STA4_D2a(KFZ2),207.87234042553192,frankfurt
STA4_D4(KFZ4),147.1267605633803,frankfurt
STA4_D4a(KFZ4),104.94296577946768,frankfurt
STA4_D6(KFZ6),186.53763440860214,frankfurt
STA4_D6a(KFZ6),142.8,frankfurt
STA4_D8(KFZ8),203.42435424354244,frankfurt
STA4_D8a(KFZ8),241.06273062730628,frankfurt
STA4_D9(KFZ9),182.98932384341637,frankfurt
STA4_D9a(KFZ9),382.30388692579504,frankfurt
T1_D1,57.92805755395683,frankfurt
T1_D2,60.1294964028777,frankfurt
T1_D3,81.25190839694656,frankfurt
T1_D4,177.875,frankfurt
WL2_D1(KFZ1),37.92,frankfurt
WL2_D2(KFZ3),102.20224719101124,frankfurt
K105D2.1,93.19595862785033,hamburg
K105D2.2,50.589033984265804,hamburg
K1060D1.1,184.24077917930705,hamburg
K1060D1.2,201.97309596040236,hamburg
K1060D2.3,185.56761935174836,hamburg
K1060D2.4,220.86300494970462,hamburg
K1088D3.1,166.67025862068965,hamburg
K1088D3.2,142.02705938697318,hamburg
K113D1.1,99.84354732493864,hamburg
K113D2.2,48.92458741593662,hamburg
K113D2.3,52.44996108638822,hamburg
K113D2.4,69.74436750414081,hamburg
K113D2.5,48.13593821715791,hamburg
K113D3.6,29.97266069326096,hamburg
K113D3.7,109.52964418989842,hamburg
K1147D1.1,41.366370266759915,hamburg
K1147D2.1,51.95923668698172,hamburg
K1147D2.2,19.98201618543311,hamburg
K1147D2.3,59.9308622239984,hamburg
K1147D2.4,26.97252472774503,hamburg
K1147D3.1,48.64222200019982,hamburg
K1147D3.2,62.483364971525624,hamburg
K1147D4.1,58.81226895793785,hamburg
K1147D4.2,52.31411729443501,hamburg
K118D5.10,12.988168094655244,hamburg
K118D5.9,114.17054263565892,hamburg
K118D7.7,117.80252957976336,hamburg
K118D7.8,127.81476948184415,hamburg
K118D8.4,86.65769073847409,hamburg
K118D8.5,79.47123623011016,hamburg
K118D9.6,119.70053039575683,hamburg
K1224D1.7,113.98985951622277,hamburg
K1224D1.8,179.01641315457223,hamburg
K1224D2.10,154.24477444437764,hamburg
K1224D2.9,101.77318182729113,hamburg
K1225D1.1,164.63912374327916,hamburg
K1225D1.2,224.47962263396695,hamburg
K1225D1.3,68.53191021566629,hamburg
K1225D1.4,60.4397273690312,hamburg
K1225D3.1,65.27592892406707,hamburg
K1225D3.2,140.48769762747096,hamburg
K1225D3.3,77.93248186124603,hamburg
K1225D3.4,151.2518238692011,hamburg
K1225D3.5,231.5088645040075,hamburg
K1225D4.1,207.83714097259698,hamburg
K1225D4.2,213.74987507745197,hamburg
K131D2.3,134.51540045171993,hamburg
K131D2.4,93.66792588595071,hamburg
K131D6.1,358.03082089104754,hamburg
K131D6.2,376.1084127840739,hamburg
K135D1.1,254.79523276275796,hamburg
K135D1.2,330.8182690769477,hamburg
K135D1.3,311.3233882578787,hamburg
K135D2.4,185.13517837146057,hamburg
K135D2.5,352.51799712046073,hamburg
K135D2.6,339.22292433210686,hamburg
K135D3.7,220.0991841305391,hamburg
K148D3.5,134.0002933841866,hamburg
K1556D11.6,31.754704555885933,hamburg
K1556D3.1,139.14270319889846,hamburg
K1556D4.2,50.132705394025265,hamburg
K1556D9.3,401.83512602023507,hamburg
K1556D9.4,401.48430484324797,hamburg
K1556D9.5,198.96988685119035,hamburg
K15D1.1,338.768561392304,hamburg
K15D2.2,237.07568258023312,hamburg
K162D1_1,107.78989578513671,hamburg
K162D2_2,60.78039967391544,hamburg
K162D2_3,63.030823804173004,hamburg
K162D4_4,74.97829775045717,hamburg
K162D4_5,108.39315222420517,hamburg
K162D5_6,38.16555401326371,hamburg
K162D5_7,66.60497499283936,hamburg
K165D1.1,80.96270131114171,hamburg
K165D1.2,113.45666447145223,hamburg
K165D1.3,126.06437965235786,hamburg
K165D2.4,154.2122173661418,hamburg
K165D2.5,139.63280049492107,hamburg
K1702D1.1,165.20158071211878,hamburg
K1702D1.2,251.14002874022034,hamburg
K1798D1.1,226.20535268133756,hamburg
K1798D1.2,183.0613019927645,hamburg
K1798D1.3,92.91039555475605,hamburg
K1798D3.1,136.16078031620395,hamburg
K1798D3.2,227.84873378505327,hamburg
K1798D3.3,80.75912933980932,hamburg
K1798D3.4,94.39187703623753,hamburg
K1798D3.5,62.39691391337371,hamburg
K1798D4.1,102.02034738462153,hamburg
K1798D5.1,78.02042733505226,hamburg
K1798D7.1,44.0414942735504,hamburg
K1798D7.2,394.9967020447323,hamburg
K1798D8.1,193.47364633926966,hamburg
K1798D8.2,311.4956726829366,hamburg
K1840D1.2,52.00654546905869,hamburg
K1840D3.3,54.12584063379298,hamburg
K1848D1.1,106.10729682260897,hamburg
K1848D1.2,320.64346159987224,hamburg
K1848D2.4,386.07895577199423,hamburg
K1910D1_1,214.6409247908639,hamburg
K1910D2_2,136.481322498852,hamburg
K1923D1_1,148.87345586621166,hamburg
K1923D1_2,288.0895647488475,hamburg
K1923D2_3,267.9370971282604,hamburg
K1932D6.2,72.48472749051707,hamburg
K1940D1.1,96.73245395222605,hamburg
K1940D1.2,93.4066372652711,hamburg
K1940D10.11,156.36486998862526,hamburg
K1940D11.12,139.3662070204147,hamburg
K1940D3.3,67.15052583265151,hamburg
K1940D4.14,167.00205543693002,hamburg
K1940D4.4,80.79104388258067,hamburg
K1940D4.5,78.91560735167927,hamburg
K1940D5.6,93.17594939234898,hamburg
K1940D5.7,66.61890602861646,hamburg
K197D3.1,61.9704256550458,hamburg
K197D4.2,198.0774680209934,hamburg
K197D4.3,172.6463251581489,hamburg
K1995D1.1,32.35869391665336,hamburg
K1995D1.2,183.6204694235989,hamburg
K1995D2.3,165.36484113044867,hamburg
K2055D3,50.95695212245794,hamburg
K2055D4.1,55.45173329075778,hamburg
K2055D4.2,94.72049813399326,hamburg
K2078D1.1,162.5487495758737,hamburg
K2078D3.5,130.14709698022074,hamburg
K2078D3.6,74.00634692533382,hamburg
K2097D1.1,182.95106179147373,hamburg
K2097D3.7,165.72928309117037,hamburg
K2150D1.3,292.640338448644,hamburg
K2150D1.4,292.7999840354413,hamburg
K2150D1.5,258.1497076490192,hamburg
K2150D2.6,569.91039891441,hamburg
K2150D2.7,577.5011474526551,hamburg
K225D1_1,181.08211711621777,hamburg
K2349D1.1,122.61411873579173,hamburg
K2349D1.2,138.6412376526445,hamburg
K2349D1.3,94.17748003299334,hamburg
K2349D1.4,80.71498984046512,hamburg
K2349D2.5,74.37423300541171,hamburg
K2349D2.6,52.24696722795582,hamburg
K2349D2.7,74.50258514897298,hamburg
K2349D2.8,60.2542901402217,hamburg
K2349D4.10,134.17023759229082,hamburg
K2349D4.9,114.04550666908081,hamburg
K2403D2.4,116.96369768694993,hamburg
K2403D2.5,112.063384357475,hamburg
K2403D3.12,67.36583710858763,hamburg
K2403D3.13,46.67571397209971,hamburg
K2403D3.14,38.0278204642066,hamburg
K2403D4.18,44.359869878460096,hamburg
K2403D4.19,24.25289879657533,hamburg
K2403D4.20,15.411020416309098,hamburg
K2403D4.21,43.939968467479595,hamburg
K2403D4.22,14.249506057037939,hamburg
K2403D5.6,30.54862594048736,hamburg
K2403D5.7,40.18400622667492,hamburg
K2403D5.8,61.45408825114256,hamburg
K2403D6.10,70.32470513101961,hamburg
K2403D6.11,51.40000399145828,hamburg
K2403D6.9,44.032969445386875,hamburg
K2403V1.1,65.48665855070149,hamburg
K2403V1.2,156.62322629572714,hamburg
K2403V1.3,172.5004490390564,hamburg
K2403V3.15,35.6824395793003,hamburg
K2403V3.16,19.85550921028998,hamburg
K2403V3.17,47.10479573712256,hamburg
K2412D1.1,76.73245395222605,hamburg
K2412D2.3,70.75731875236974,hamburg
K2422D1.1,145.70219729778273,hamburg
K2422D1.2,101.24054523320095,hamburg
K2422D2.3,71.83347636058834,hamburg
K2422D2.4,120.27062087133534,hamburg
K2429D1.1,165.89268253746533,hamburg
K2429D1.2,163.8089916788059,hamburg
K2429D2.3,96.28399816414903,hamburg
K2429D2.4,186.81300261409214,hamburg
K2501D1.1,210.84073357147133,hamburg
K2501D1.2,211.01833928678334,hamburg
K2501D2.5,220.3496238350861,hamburg
K2501D2.6,183.35575023447944,hamburg
K257D1.1,95.33745759329476,hamburg
K257D1.2,133.03651965675513,hamburg
K257D1.3,169.39054081021752,hamburg
K257D2.4,56.34643783675913,hamburg
K257D2.5,51.45679505088805,hamburg
K257D3.6,221.18858511275195,hamburg
K257D3.7,110.32288964278587,hamburg
K257D31.20,229.8678906405907,hamburg
K257D32.19,122.62502494512073,hamburg
K257D33.21,79.01536619437238,hamburg
K257D35.17,53.08162043504291,hamburg
K257D35.18,63.748952304929155,hamburg
K257D4.8,103.46956695270406,hamburg
K257D4.9,99.78367591299141,hamburg
K257D5.10,273.1857912592297,hamburg
K257D5.11,226.5340251446817,hamburg
K257D6.12,38.623029335461986,hamburg
K257D6.13,38.01676312113351,hamburg
K257D7.14,220.10377170225505,hamburg
K257D7.15,216.99900219517062,hamburg
K257D8.16,66.8014368389543,hamburg
K257D9.22,107.43045300339254,hamburg
K265D1.1,167.5395178029698,hamburg
K265D1.2,253.03408909468305,hamburg
K265D2.3,197.7897972217787,hamburg
K265D2.4,215.43110330512533,hamburg
K265D3.6,166.62022992176273,hamburg
K265D3.7,171.5982755867795,hamburg
K265D4.10,162.1603065623503,hamburg
K265D4.9,161.1915216349992,hamburg
K265D5.11,34.939725371227844,hamburg
K265D5.13,151.9140188408111,hamburg
K266D7.1,251.54744554692647,hamburg
K266D7.2,241.13038790952106,hamburg
K266D7.3,281.0892611152149,hamburg
K266D7.4,248.99678572141588,hamburg
K271D4.5,195.85560056674183,hamburg
K271D4.6,184.67122986968928,hamburg
K271D4.7,151.1688052523398,hamburg
K271PIR2.3,231.69922771447386,hamburg
K279D1.1,309.25717478944637,hamburg
K279D1.2,273.48341515986107,hamburg
K279D12.8,145.83243523729692,hamburg
K279D12.9,164.59306270706102,hamburg
K279D13.10,286.44234223446296,hamburg
K279D2.3,139.6192072805652,hamburg
K279D2.4,162.24204686065542,hamburg
K279D3.5,214.44417834191515,hamburg
K279D4.6,258.6700195585359,hamburg
K279D4.7,273.90731648904324,hamburg
K301D1_1,169.01391578653144,hamburg
K301D2_2,136.60470780841337,hamburg
K306D1.1,154.07439929751737,hamburg
K306D2.2,165.91881535882493,hamburg
K313D1.1,132.29340946752652,hamburg
K313D2.3,154.4536506478727,hamburg
K313D4.7,59.042865414179325,hamburg
K315D1.1,156.44659109053168,hamburg
K315D1.2,155.86619830752036,hamburg
K315D3.5,39.10186811432221,hamburg
K328D1.1,173.08539658080502,hamburg
K328D2.3,60.74630906024197,hamburg
K328D4.7,70.64823105595235,hamburg
K338D14.10,91.6692300009987,hamburg
K338D2.3,129.94467192649554,hamburg
K338D3.4,24.115050434435233,hamburg
K338D3.5,35.12473784080695,hamburg
K338D3.6,37.62428842504744,hamburg
K338D3.7,24.434634974533108,hamburg
K338D3.8,38.53790072905223,hamburg
K338D3.9,45.009887146709275,hamburg
K338PIR1.1,110.04094676920003,hamburg
K338PIR1.2,96.09787276540497,hamburg
K34D3.1,89.98582523108867,hamburg
K34D3.2,85.95380223202699,hamburg
K34D4.3,97.5966779133143,hamburg
K34D4.4,96.2175327916309,hamburg
K35D3.1,62.6504869870669,hamburg
K362D3.1,52.81065325027951,hamburg
K362D3.2,53.8923494649417,hamburg
K36D1.1,201.17118735405066,hamburg
K36D1.2,249.7275612238788,hamburg
K36D2.3,223.10560245893458,hamburg
K36D2.4,258.52743348701676,hamburg
K36D3.5,30.857234097758617,hamburg
K36D3.6,60.87859010438497,hamburg
K36D3.7,25.60684988922819,hamburg
K36D3.8,87.01794303734307,hamburg
K36D3.9,60.858631219687446,hamburg
K36D4.10,128.28333632716604,hamburg
K36D4.11,204.48715645769715,hamburg
K36D4.19,86.11260802746342,hamburg
K36D5.12,285.6040556453705,hamburg
K36D5.13,95.26056323972617,hamburg
K36D5.20,141.40111370576614,hamburg
K419D1.2,27.251417618401085,hamburg
K419D2.1,41.9291590128584,hamburg
K485D1.1,16.607771026543013,hamburg
K485D1.2,168.05884234090183,hamburg
K485D1.3,120.69875279820914,hamburg
K485D3.11,133.84393987847778,hamburg
K485D3.12,165.6527822193796,hamburg
K485D4.13,127.76023345059163,hamburg
K485D4.14,258.6496642149025,hamburg
K485D6.6,46.503837543971855,hamburg
K485D7.10,99.91605372561561,hamburg
K485D7.7,108.21114486728494,hamburg
K485D7.8,127.9960825071954,hamburg
K485D7.9,122.43883914294851,hamburg
K487D1.1,245.429531274996,hamburg
K487D2.2,298.32706766917295,hamburg
K487D3.3,232.3684210526316,hamburg
K487D4.4,287.82994720844664,hamburg
K50D1.1,48.43784244490442,hamburg
K50D1.2,47.22026056252283,hamburg
K50D2.3,83.06587117983685,hamburg
K50D2.4,78.44149519055156,hamburg
K50D3.5,56.364300499208575,hamburg
K50D3.6,40.0462681115305,hamburg
K50D4.7,63.1218799464264,hamburg
K532D15.5,30.222124653242062,hamburg
K537D1.1,226.85073166836358,hamburg
K537D1.2,142.9362560140544,hamburg
K537D2.3,139.657024215927,hamburg
K537D3.4,77.81557565231279,hamburg
K537D3.5,59.44700644826416,hamburg
K537D4.6,139.51608073306582,hamburg
K537D4.7,33.42037491764988,hamburg
K537D5.8,32.137110458964685,hamburg
K537D6.9,141.68852688107643,hamburg
K537D7.10,44.21193427961111,hamburg
K537D7.11,26.64510590724881,hamburg
K560D1.1,101.6263894154976,hamburg
K560D1.2,211.57989263834287,hamburg
K560D12.17,151.30769691285346,hamburg
K560D3.4,68.23332202510427,hamburg
K560D3.5,67.58396360080621,hamburg
K560D4.6,43.93725928438866,hamburg
K560D4.7,82.33361936500968,hamburg
K560D4.8,43.645906088483564,hamburg
K560D4.9,95.75981321466345,hamburg
K560D6.12,184.6101654327393,hamburg
K560D6.18,205.62750693460518,hamburg
K560D6.19,176.21480313703577,hamburg
K560D8.14,123.66825647063519,hamburg
K560D8.15,130.58929177226557,hamburg
K57D1.5,102.62483534905999,hamburg
K57D1.6,106.11543527721231,hamburg
K57D2.7,100.04191114836547,hamburg
K57D3.8,102.11152357003154,hamburg
K57D3.9,103.55366622759749,hamburg
K57D5.10,117.68889953299006,hamburg
K57D5.11,161.5028140342474,hamburg
K587D1.1,219.99680057589634,hamburg
K587D2.2,234.37621228178926,hamburg
K587D3.4,57.864784338819014,hamburg
K61D3.3,183.7969932317767,hamburg
K61D5.1,109.37568630582786,hamburg
K716D1.1,359.2775027941881,hamburg
K716D3.2,157.35709723774548,hamburg
K716D3.3,230.995130129331,hamburg
K723D1.1,34.81978474011063,hamburg
K723D1.2,198.56426845583977,hamburg
K723D3.5,80.69929511372032,hamburg
K723D3.6,81.28037700433315,hamburg
K773D1.1,175.36603863962958,hamburg
K773D2.2,84.5808717866837,hamburg
K773D3.3,15.680185214753314,hamburg
K773D4.4,44.93892703177391,hamburg
K773D4.5,39.27470860609932,hamburg
K774D1.5,182.24767987226824,hamburg
K774D1.6,197.5323819978046,hamburg
K774D2.3,190.0301367129029,hamburg
K774D2.4,242.051292286199,hamburg
K775D1.6,246.12780904482497,hamburg
K775D2.3,36.41320400750409,hamburg
K775D3.5,236.5241687622241,hamburg
K775D4.1,56.81275695525486,hamburg
K775D4.2,86.23597972298727,hamburg
K77D2.3,242.58700510855684,hamburg
K77D2.4,217.01787994891444,hamburg
K77D8.1,76.06162196679438,hamburg
K77D8.2,71.93446679438058,hamburg
K810D4.1,95.98970183211591,hamburg
K810D4.2,121.11802977687303,hamburg
K813D1.2,385.4726149293127,hamburg
K813D1.3,364.82633126037314,hamburg
K813D2.4,148.84320822251993,hamburg
K813D2.5,309.9358115539203,hamburg
K813D3.6,223.32140214761344,hamburg
K813D3.7,286.9351516726989,hamburg
K813D3.8,306.1276970145374,hamburg
K813D4.10,208.79201743686136,hamburg
K813D4.9,84.64196444639965,hamburg
K813D6.11,114.47539442900278,hamburg
K813D6.12,205.1026815173269,hamburg
K813D6.13,613.3731928252914,hamburg
K813D6.14,70.74486592413366,hamburg
K813D8.15,188.22611929852627,hamburg
K813D8.16,99.12935671579116,hamburg
K813D8.17,250.41012617728808,hamburg
K813D9.18,96.8985582595133,hamburg
K813D9.19,66.13249615069287,hamburg
K813D9.20,204.4440000799856,hamburg
K813D9.21,323.8413085644584,hamburg
K82D1.1,164.38246216507608,hamburg
K82D2.2,161.90711975402309,hamburg
K82D2.3,92.34636425348401,hamburg
K84D1_5,59.86470036518928,hamburg
K84D1_6,139.14230408493145,hamburg
K84D3_1,110.15306020634192,hamburg
K84D3_2,122.71477320348825,hamburg
K84D7_7,189.80623016902476,hamburg
K889D1.1,274.0357542793153,hamburg
K889D1.2,241.42177251639737,hamburg
K889D2.3,248.0575107982723,hamburg
K889D2.4,302.0724684050552,hamburg
K88D1.1,289.4252231028769,hamburg
K88D1.2,383.98171255165806,hamburg
K88D1.3,242.90682584998703,hamburg
K88D2.7,60.91437241709757,hamburg
K88D2.8,105.98814110882628,hamburg
K88D3.4,262.49915151031166,hamburg
K88D3.5,283.8020323823594,hamburg
K88D3.6,267.2854319311625,hamburg
K91D1_2,36.8130749735587,hamburg
K91D2_3,56.247929596296224,hamburg
K91D4_4,123.58763544930255,hamburg
K91D4_5,68.8966494382471,hamburg
K942D2.1,173.52639629583695,hamburg
K98D1.1,86.44315392444472,hamburg
K98D1.2,58.6018479714223,hamburg
K98D2.3,153.98830549402302,hamburg
K98D3.4,98.8612824043585,hamburg
K98D4.5,80.55878185555488,hamburg
K98D4.6,65.03981320720828,hamburg
K98D4.7,111.90524656249376,hamburg
4000011,243.82582994579934,munich
4000012,217.7396849593498,munich
4000013,216.5275382307397,munich
4000014,187.267433701123,munich
4001011,208.21903310104534,munich
4001012,272.8076824428953,munich
4001013,215.39428474641892,munich
4001014,289.381796844754,munich
4003011,618.9102472899732,munich
4003012,672.4144139566398,munich
4003013,573.4452985869142,munich
4003014,587.0728392373214,munich
4004011,557.0790940766549,munich
4004014,544.8391133130078,munich
4005011,413.79504452187376,munich
4005012,566.7719802555168,munich
4005013,425.233096205962,munich
4005014,98.66593834688352,munich
4005015,453.8040722996516,munich
4005016,355.6749661246613,munich
4006011,267.25022623886946,munich
4006012,321.81786924119245,munich
4006013,260.1702030100657,munich
4006014,309.36750145180036,munich
4007011,249.0216076267905,munich
4007012,320.739934185056,munich
4007013,194.01942992644211,munich
4007014,267.19010114208294,munich
4007015,267.19010114208294,munich
4009011,415.00712108013926,munich
4009012,266.4968060394889,munich
4009013,363.1081663763065,munich
4009014,255.7822759388309,munich
4010011,319.5416666666667,munich
4010012,439.8333333333333,munich
4010013,569.0416666666666,munich
4010014,478.0416666666667,munich
4010021,335.8333333333333,munich
4010022,576.25,munich
4010023,558.4166666666666,munich
4010024,575.7083333333334,munich
4012011,347.6004813762625,munich
4012012,724.9658939151127,munich
4012013,637.8115949155011,munich
4012014,375.71698171620034,munich
4012015,801.4970297931238,munich
4012016,526.9697916666669,munich
4013011,202.4693315365191,munich
4013012,362.77597125097117,munich
4013013,658.9128878933572,munich
4013014,619.4125261023695,munich
4013015,360.81691251456886,munich
